TimeStamp;FrequencyInvert1(Hz);VoltageInvert1(V);CurrentInvert1(A);ActivePowerInvert1(W);ReactivePowerInvert1(VAr);FrequencyInvert2(Hz);VoltageInvert2(V);CurrentInvert2(A);ActivePowerInvert2(W);ReactivePowerInvert2(VAr)
2021_05_08 00:21:04;50,01;224,08;0,13;-0,00;0,03;50,01;224,90;0,13;-0,00;0,03
2021_05_08 00:21:09;50,00;224,12;0,13;-0,00;0,03;50,00;224,98;0,13;-0,00;0,03
2021_05_08 00:21:14;49,99;224,20;0,13;-0,00;0,03;49,99;225,06;0,13;-0,00;0,03
2021_05_08 00:21:19;49,98;224,23;0,13;-0,00;0,03;49,98;225,05;0,13;-0,00;0,03
2021_05_08 00:21:24;50,01;224,41;0,13;-0,00;0,03;50,01;225,27;0,13;-0,00;0,03
2021_05_08 00:21:29;50,01;224,17;0,13;-0,00;0,03;50,01;225,01;0,13;-0,00;0,03
2021_05_08 00:21:34;49,96;224,29;0,13;-0,00;0,03;49,96;225,08;0,13;-0,00;0,03
2021_05_08 00:21:39;49,96;224,35;0,13;-0,00;0,03;49,96;225,13;0,13;-0,00;0,03
2021_05_08 00:21:44;49,99;224,37;0,13;-0,00;0,03;49,99;225,14;0,13;-0,00;0,03
2021_05_08 00:21:49;50,01;224,34;0,13;-0,00;0,03;50,01;225,14;0,13;-0,00;0,03
2021_05_08 00:21:54;50,02;224,22;0,13;-0,00;0,03;50,02;224,99;0,13;-0,00;0,03
2021_05_08 00:21:59;50,03;224,31;0,13;-0,00;0,03;50,03;225,12;0,13;-0,00;0,03
2021_05_08 00:22:04;50,02;224,35;0,13;-0,00;0,03;50,02;225,21;0,13;-0,00;0,03
2021_05_08 00:22:09;50,03;224,43;0,13;-0,00;0,03;50,03;225,22;0,13;-0,00;0,03
2021_05_08 00:22:14;50,04;224,32;0,13;-0,00;0,03;50,04;225,13;0,13;-0,00;0,03
2021_05_08 00:22:19;50,02;224,24;0,13;-0,00;0,03;50,02;225,07;0,13;-0,00;0,03
2021_05_08 00:22:24;49,99;224,27;0,13;-0,00;0,03;49,99;225,07;0,13;-0,00;0,03
2021_05_08 00:22:29;49,97;224,20;0,13;-0,00;0,03;49,97;225,02;0,13;-0,00;0,03
2021_05_08 00:22:34;49,97;224,25;0,13;-0,00;0,03;49,97;225,05;0,13;-0,00;0,03
2021_05_08 00:22:39;49,97;224,30;0,13;-0,00;0,03;49,97;225,10;0,13;-0,00;0,03
2021_05_08 00:22:44;49,99;224,17;0,13;-0,00;0,03;49,99;225,01;0,13;-0,00;0,03
2021_05_08 00:22:49;50,00;224,19;0,13;-0,00;0,03;50,00;224,98;0,13;-0,00;0,03
2021_05_08 00:22:54;49,99;224,22;0,13;-0,00;0,03;49,99;225,02;0,13;-0,00;0,03
2021_05_08 00:22:59;50,00;224,34;0,13;-0,00;0,03;50,00;225,13;0,13;-0,00;0,03
2021_05_08 00:23:04;50,02;224,27;0,13;-0,00;0,03;50,02;225,10;0,13;-0,00;0,03
2021_05_08 00:23:09;50,03;224,33;0,13;-0,00;0,03;50,03;225,17;0,13;-0,00;0,03
2021_05_08 00:23:14;50,02;224,19;0,13;-0,00;0,03;50,02;225,01;0,13;-0,00;0,03
2021_05_08 00:23:19;49,98;224,09;0,13;-0,00;0,03;49,98;224,94;0,13;-0,00;0,03
2021_05_08 00:23:24;49,96;224,37;0,13;-0,00;0,03;49,96;225,17;0,13;-0,00;0,03
2021_05_08 00:23:29;50,00;224,35;0,13;-0,00;0,03;50,00;225,16;0,13;-0,00;0,03
2021_05_08 00:23:34;50,06;224,52;0,13;-0,00;0,03;50,06;225,35;0,13;-0,00;0,03
2021_05_08 00:23:39;50,08;224,38;0,13;-0,00;0,03;50,08;225,14;0,13;-0,00;0,03
2021_05_08 00:23:44;50,05;224,38;0,13;-0,00;0,03;50,05;225,14;0,13;-0,00;0,03
2021_05_08 00:23:49;50,04;224,44;0,13;-0,00;0,03;50,04;225,23;0,13;-0,00;0,03
2021_05_08 00:23:54;50,05;224,26;0,13;-0,00;0,03;50,05;225,08;0,13;-0,00;0,03
2021_05_08 00:23:59;50,03;224,27;0,13;-0,00;0,03;50,03;225,09;0,13;-0,00;0,03
2021_05_08 00:24:04;50,01;224,30;0,13;-0,00;0,03;50,01;225,09;0,13;-0,00;0,03
2021_05_08 00:24:09;50,00;224,29;0,13;-0,00;0,03;50,00;225,10;0,13;-0,00;0,03
2021_05_08 00:24:14;49,98;224,29;0,13;-0,00;0,03;49,98;225,14;0,13;-0,00;0,03
2021_05_08 00:24:19;49,98;224,33;0,13;-0,00;0,03;49,98;225,11;0,13;-0,00;0,03
2021_05_08 00:24:24;50,04;224,31;0,13;-0,00;0,03;50,04;225,12;0,13;-0,00;0,03
2021_05_08 00:24:29;50,07;224,41;0,13;-0,00;0,03;50,07;225,17;0,13;-0,00;0,03
2021_05_08 00:24:34;50,05;224,13;0,13;-0,00;0,03;50,05;224,92;0,13;-0,00;0,03
2021_05_08 00:24:39;50,03;224,35;0,13;-0,00;0,03;50,03;225,17;0,13;-0,00;0,03
2021_05_08 00:24:44;50,02;224,22;0,13;-0,00;0,03;50,02;225,02;0,13;-0,00;0,03
2021_05_08 00:24:49;50,01;224,18;0,13;-0,00;0,03;50,01;225,03;0,13;-0,00;0,03
2021_05_08 00:24:54;50,02;224,36;0,13;-0,00;0,03;50,02;225,17;0,13;-0,00;0,03
2021_05_08 00:24:59;50,02;224,17;0,13;-0,00;0,03;50,02;224,97;0,13;-0,00;0,03
2021_05_08 00:25:04;50,02;224,27;0,13;-0,00;0,03;50,02;225,08;0,13;-0,00;0,03
2021_05_08 00:25:09;50,02;224,32;0,13;-0,00;0,03;50,02;225,11;0,13;-0,00;0,03
2021_05_08 00:25:14;50,04;224,29;0,13;-0,00;0,03;50,03;225,06;0,13;-0,00;0,03
2021_05_08 00:25:19;50,02;224,20;0,13;-0,00;0,03;50,03;224,99;0,13;-0,00;0,03
2021_05_08 00:25:24;50,01;224,24;0,13;-0,00;0,03;50,01;225,05;0,13;-0,00;0,03
2021_05_08 00:25:29;50,01;224,25;0,13;-0,00;0,03;50,01;225,08;0,13;-0,00;0,03
2021_05_08 00:25:34;50,01;224,15;0,13;-0,00;0,03;50,01;225,02;0,13;-0,00;0,03
2021_05_08 00:25:39;50,01;224,14;0,13;-0,00;0,03;50,00;224,97;0,13;-0,00;0,03
2021_05_08 00:25:44;50,00;224,09;0,13;-0,00;0,03;49,99;224,96;0,13;-0,00;0,03
2021_05_08 00:25:49;49,99;224,20;0,13;-0,00;0,03;49,99;225,03;0,13;-0,00;0,03
2021_05_08 00:25:54;50,02;224,23;0,13;-0,00;0,03;50,02;225,03;0,13;-0,00;0,03
2021_05_08 00:25:59;50,04;224,23;0,13;-0,00;0,03;50,04;225,06;0,13;-0,00;0,03
2021_05_08 00:26:04;50,02;224,12;0,13;-0,00;0,03;50,03;225,02;0,13;-0,00;0,03
2021_05_08 00:26:09;50,01;224,20;0,13;-0,00;0,03;50,00;225,03;0,13;-0,00;0,03
2021_05_08 00:26:14;50,00;224,22;0,13;-0,00;0,03;50,00;225,11;0,13;-0,00;0,03
2021_05_08 00:26:19;50,02;224,21;0,13;-0,00;0,03;50,01;225,08;0,13;-0,00;0,03
2021_05_08 00:26:24;50,01;224,22;0,13;-0,00;0,03;50,01;225,11;0,13;-0,00;0,03
2021_05_08 00:26:29;50,00;224,19;0,13;-0,00;0,03;50,00;225,06;0,13;-0,00;0,03
2021_05_08 00:26:34;49,98;224,22;0,13;-0,00;0,03;49,98;225,07;0,13;-0,00;0,03
2021_05_08 00:26:39;50,01;224,25;0,13;-0,00;0,03;50,01;225,04;0,13;-0,00;0,03
2021_05_08 00:26:44;50,04;224,19;0,13;-0,00;0,03;50,05;224,97;0,13;-0,00;0,03
2021_05_08 00:26:49;50,03;224,12;0,13;-0,00;0,03;50,04;224,94;0,13;-0,00;0,03
2021_05_08 00:26:54;50,01;224,21;0,13;-0,00;0,03;50,01;225,05;0,13;-0,00;0,03
2021_05_08 00:26:59;50,02;224,16;0,13;-0,00;0,03;50,01;225,00;0,13;-0,00;0,03
2021_05_08 00:27:04;50,04;224,26;0,13;-0,00;0,03;50,04;225,08;0,13;-0,00;0,03
2021_05_08 00:27:09;50,05;224,15;0,13;-0,00;0,03;50,05;224,92;0,13;-0,00;0,03
2021_05_08 00:27:14;50,03;224,16;0,13;-0,00;0,03;50,03;224,99;0,13;-0,00;0,03
2021_05_08 00:27:19;50,02;224,07;0,13;-0,00;0,03;50,02;224,88;0,13;-0,00;0,03
2021_05_08 00:27:24;50,03;224,21;0,13;-0,00;0,03;50,03;225,03;0,13;-0,00;0,03
2021_05_08 00:27:29;50,05;224,23;0,13;-0,00;0,03;50,05;225,01;0,13;-0,00;0,03
2021_05_08 00:27:34;50,06;224,11;0,13;-0,00;0,03;50,06;224,93;0,13;-0,00;0,03
2021_05_08 00:27:39;50,04;223,96;0,13;-0,00;0,03;50,04;224,78;0,13;-0,00;0,03
2021_05_08 00:27:44;49,99;224,18;0,13;-0,00;0,03;49,99;224,98;0,13;-0,00;0,03
2021_05_08 00:27:49;49,99;224,20;0,13;-0,00;0,03;49,99;225,04;0,13;-0,00;0,03
2021_05_08 00:27:54;50,02;224,08;0,13;-0,00;0,03;50,02;224,91;0,13;-0,00;0,03
2021_05_08 00:27:59;50,02;224,08;0,13;-0,00;0,03;50,02;224,87;0,13;-0,00;0,03
2021_05_08 00:28:04;49,98;224,05;0,13;-0,00;0,03;49,98;224,85;0,13;-0,00;0,03
2021_05_08 00:28:09;49,97;224,16;0,13;-0,00;0,03;49,97;224,94;0,13;-0,00;0,03
2021_05_08 00:28:14;50,00;224,10;0,13;-0,00;0,03;50,00;224,92;0,13;-0,00;0,03
2021_05_08 00:28:19;50,01;224,12;0,13;-0,00;0,03;50,01;224,92;0,13;-0,00;0,03
2021_05_08 00:28:24;50,03;224,10;0,13;-0,00;0,03;50,03;224,89;0,13;-0,00;0,03
2021_05_08 00:28:29;50,04;224,10;0,13;-0,00;0,03;50,04;224,94;0,13;-0,00;0,03
2021_05_08 00:28:34;50,03;224,07;0,13;-0,00;0,03;50,03;224,86;0,13;-0,00;0,03
2021_05_08 00:28:39;50,01;224,01;0,13;-0,00;0,03;50,01;224,80;0,13;-0,00;0,03
2021_05_08 00:28:44;49,98;224,08;0,13;-0,00;0,03;49,98;224,90;0,13;-0,00;0,03
2021_05_08 00:28:49;50,00;224,13;0,13;-0,00;0,03;50,00;224,89;0,13;-0,00;0,03
2021_05_08 00:28:54;50,01;224,30;0,13;-0,00;0,03;50,01;225,08;0,13;-0,00;0,03
2021_05_08 00:28:59;50,03;224,27;0,13;-0,00;0,03;50,03;225,06;0,13;-0,00;0,03
2021_05_08 00:29:04;50,05;224,15;0,13;-0,00;0,03;50,05;224,93;0,13;-0,00;0,03
2021_05_08 00:29:09;50,05;224,13;0,13;-0,00;0,03;50,05;224,95;0,13;-0,00;0,03
2021_05_08 00:29:14;50,02;224,17;0,13;-0,00;0,03;50,02;224,97;0,13;-0,00;0,03
2021_05_08 00:29:19;50,01;224,28;0,13;-0,00;0,03;50,01;225,09;0,13;-0,00;0,03
2021_05_08 00:29:24;50,01;224,24;0,13;-0,00;0,03;50,01;225,07;0,13;-0,00;0,03
2021_05_08 00:29:29;50,04;224,30;0,13;-0,00;0,03;50,04;225,11;0,13;-0,00;0,03
2021_05_08 00:29:34;50,05;224,25;0,13;-0,00;0,03;50,05;225,06;0,13;-0,00;0,03
2021_05_08 00:29:39;50,04;224,32;0,13;-0,00;0,03;50,04;225,14;0,13;-0,00;0,03
2021_05_08 00:29:44;50,02;224,29;0,13;-0,00;0,03;50,02;225,10;0,13;-0,00;0,03
2021_05_08 00:29:49;50,02;224,14;0,13;-0,00;0,03;50,02;224,97;0,13;-0,00;0,03
2021_05_08 00:29:54;50,00;224,18;0,13;-0,00;0,03;50,00;224,99;0,13;-0,00;0,03
2021_05_08 00:29:59;49,98;224,11;0,13;-0,00;0,03;49,98;224,94;0,13;-0,00;0,03
2021_05_08 00:30:04;49,98;224,15;0,13;-0,00;0,03;49,98;225,00;0,13;-0,00;0,03
2021_05_08 00:30:09;49,98;224,27;0,13;-0,00;0,03;49,98;225,05;0,13;-0,00;0,03
2021_05_08 00:30:14;49,99;224,13;0,13;-0,00;0,03;49,99;224,94;0,13;-0,00;0,03
2021_05_08 00:30:19;49,99;224,11;0,13;-0,00;0,03;49,99;224,94;0,13;-0,00;0,03
2021_05_08 00:30:24;50,01;224,17;0,13;-0,00;0,03;50,01;224,98;0,13;-0,00;0,03
2021_05_08 00:30:29;50,01;224,12;0,13;-0,00;0,03;50,01;224,98;0,13;-0,00;0,03
2021_05_08 00:30:34;50,00;224,21;0,13;-0,00;0,03;50,00;225,02;0,13;-0,00;0,03
2021_05_08 00:30:39;50,01;224,13;0,13;-0,00;0,03;50,01;224,97;0,13;-0,00;0,03
2021_05_08 00:30:44;50,02;223,99;0,13;-0,00;0,03;50,02;224,82;0,13;-0,00;0,03
2021_05_08 00:30:49;50,02;224,13;0,13;-0,00;0,03;50,02;224,93;0,13;-0,00;0,03
2021_05_08 00:30:54;50,04;224,10;0,13;-0,00;0,03;50,04;224,89;0,13;-0,00;0,03
2021_05_08 00:30:59;50,03;224,05;0,13;-0,00;0,03;50,03;224,85;0,13;-0,00;0,03
2021_05_08 00:31:04;50,01;224,19;0,13;-0,00;0,03;50,01;225,00;0,13;-0,00;0,03
2021_05_08 00:31:09;50,02;224,17;0,13;-0,00;0,03;50,02;225,03;0,13;-0,00;0,03
2021_05_08 00:31:14;50,04;224,01;0,13;-0,00;0,03;50,04;224,86;0,13;-0,00;0,03
2021_05_08 00:31:19;50,05;224,09;0,13;-0,00;0,03;50,05;224,91;0,13;-0,00;0,03
2021_05_08 00:31:24;50,02;224,08;0,13;-0,00;0,03;50,02;224,90;0,13;-0,00;0,03
2021_05_08 00:31:29;50,01;224,13;0,13;-0,00;0,03;50,01;224,93;0,13;-0,00;0,03
2021_05_08 00:31:34;50,02;224,10;0,13;-0,00;0,03;50,02;224,91;0,13;-0,00;0,03
2021_05_08 00:31:39;50,03;223,98;0,13;-0,00;0,03;50,02;224,78;0,13;-0,00;0,03
2021_05_08 00:31:44;50,00;224,10;0,13;-0,00;0,03;50,00;224,89;0,13;-0,00;0,03
2021_05_08 00:31:49;49,99;224,05;0,13;-0,00;0,03;49,99;224,83;0,13;-0,00;0,03
2021_05_08 00:31:54;50,01;224,19;0,13;-0,00;0,03;50,01;224,96;0,13;-0,00;0,03
2021_05_08 00:31:59;50,03;224,16;0,13;-0,00;0,03;50,03;224,94;0,13;-0,00;0,03
2021_05_08 00:32:04;50,03;223,96;0,13;-0,00;0,03;50,03;224,77;0,13;-0,00;0,03
2021_05_08 00:32:09;50,02;223,86;0,13;-0,00;0,03;50,02;224,69;0,13;-0,00;0,03
2021_05_08 00:32:14;50,01;223,82;0,13;-0,00;0,03;50,01;224,65;0,13;-0,00;0,03
2021_05_08 00:32:19;50,00;223,84;0,13;-0,00;0,03;50,00;224,64;0,13;-0,00;0,03
2021_05_08 00:32:24;50,00;223,89;0,13;-0,00;0,03;50,00;224,57;0,13;-0,00;0,03
2021_05_08 00:32:29;49,99;223,96;0,13;-0,00;0,03;49,99;224,65;0,13;-0,00;0,03
2021_05_08 00:32:34;50,01;224,04;0,13;-0,00;0,03;50,01;224,76;0,13;-0,00;0,03
2021_05_08 00:32:39;50,03;224,07;0,13;-0,00;0,03;50,03;224,77;0,13;-0,00;0,03
2021_05_08 00:32:44;50,04;224,00;0,13;-0,00;0,03;50,04;224,74;0,13;-0,00;0,03
2021_05_08 00:32:49;50,04;223,97;0,13;-0,00;0,03;50,04;224,67;0,13;-0,00;0,03
2021_05_08 00:32:54;50,02;223,80;0,13;-0,00;0,03;50,02;224,53;0,13;-0,00;0,03
2021_05_08 00:32:59;50,02;223,90;0,13;-0,00;0,03;50,02;224,64;0,13;-0,00;0,03
2021_05_08 00:33:04;50,03;223,93;0,13;-0,00;0,03;50,03;224,64;0,13;-0,00;0,03
2021_05_08 00:33:09;50,02;223,88;0,13;-0,00;0,03;50,02;224,57;0,13;-0,00;0,03
2021_05_08 00:33:14;50,00;224,02;0,13;-0,00;0,03;50,00;224,74;0,13;-0,00;0,03
2021_05_08 00:33:19;50,02;224,06;0,13;-0,00;0,03;50,02;224,80;0,13;-0,00;0,03
2021_05_08 00:33:24;50,04;223,93;0,13;-0,00;0,03;50,03;224,64;0,13;-0,00;0,03
2021_05_08 00:33:29;50,03;223,86;0,13;-0,00;0,03;50,02;224,65;0,13;-0,00;0,03
2021_05_08 00:33:34;50,01;223,98;0,13;-0,00;0,03;50,01;224,67;0,13;-0,00;0,03
2021_05_08 00:33:39;50,01;223,98;0,13;-0,00;0,03;50,01;224,70;0,13;-0,00;0,03
2021_05_08 00:33:44;49,99;224,02;0,13;-0,00;0,03;49,99;224,69;0,13;-0,00;0,03
2021_05_08 00:33:49;49,98;223,95;0,13;-0,00;0,03;49,97;224,60;0,13;-0,00;0,03
2021_05_08 00:33:54;49,97;223,89;0,13;-0,00;0,03;49,97;224,57;0,13;-0,00;0,03
2021_05_08 00:33:59;49,98;223,90;0,13;-0,00;0,03;49,98;224,58;0,13;-0,00;0,03
2021_05_08 00:34:04;49,99;223,77;0,13;-0,00;0,03;49,99;224,43;0,13;-0,00;0,03
2021_05_08 00:34:09;50,00;223,69;0,13;-0,00;0,03;50,00;224,36;0,13;-0,00;0,03
2021_05_08 00:34:14;50,01;223,72;0,13;-0,00;0,03;50,01;224,40;0,13;-0,00;0,03
2021_05_08 00:34:19;50,00;223,76;0,13;-0,00;0,03;50,00;224,40;0,13;-0,00;0,03
2021_05_08 00:34:24;49,99;223,74;0,13;-0,00;0,03;49,99;224,38;0,13;-0,00;0,03
2021_05_08 00:34:29;49,98;223,71;0,13;-0,00;0,03;49,98;224,46;0,13;-0,00;0,03
2021_05_08 00:34:34;49,99;223,87;0,13;-0,00;0,03;49,99;224,51;0,13;-0,00;0,03
2021_05_08 00:34:39;50,00;223,95;0,13;-0,00;0,03;50,00;224,64;0,13;-0,00;0,03
2021_05_08 00:34:44;50,02;223,85;0,13;-0,00;0,03;50,02;224,45;0,13;-0,00;0,03
2021_05_08 00:34:49;50,03;223,87;0,13;-0,00;0,03;50,03;224,50;0,13;-0,00;0,03
2021_05_08 00:34:54;50,03;223,77;0,13;-0,00;0,03;50,04;224,45;0,13;-0,00;0,03
2021_05_08 00:34:59;50,04;223,66;0,13;-0,00;0,03;50,03;224,33;0,13;-0,00;0,03
2021_05_08 00:35:04;50,02;223,60;0,13;-0,00;0,03;50,02;224,27;0,13;-0,00;0,03
2021_05_08 00:35:09;50,00;223,61;0,13;-0,00;0,03;50,00;224,30;0,13;-0,00;0,03
2021_05_08 00:35:14;49,98;223,82;0,13;-0,00;0,03;49,98;224,47;0,13;-0,00;0,03
2021_05_08 00:35:19;50,00;223,88;0,13;-0,00;0,03;50,01;224,44;0,13;-0,00;0,03
2021_05_08 00:35:24;50,02;223,75;0,13;-0,00;0,03;50,02;224,37;0,13;-0,00;0,03
2021_05_08 00:35:29;50,03;223,73;0,13;-0,00;0,03;50,02;224,38;0,13;-0,00;0,03
2021_05_08 00:35:34;50,01;223,66;0,13;-0,00;0,03;50,01;224,35;0,13;-0,00;0,03
2021_05_08 00:35:39;50,00;223,70;0,13;-0,00;0,03;50,00;224,40;0,13;-0,00;0,03
2021_05_08 00:35:44;50,00;223,72;0,13;-0,00;0,03;50,00;224,36;0,13;-0,00;0,03
2021_05_08 00:35:49;49,99;223,67;0,13;-0,00;0,03;49,99;224,30;0,13;-0,00;0,03
2021_05_08 00:35:54;49,98;223,67;0,13;-0,00;0,03;49,98;224,27;0,13;-0,00;0,03
2021_05_08 00:35:59;49,97;223,78;0,13;-0,00;0,03;49,97;224,35;0,13;-0,00;0,03
2021_05_08 00:36:04;49,98;223,59;0,13;-0,00;0,03;49,98;224,25;0,13;-0,00;0,03
2021_05_08 00:36:09;49,99;223,71;0,13;-0,00;0,03;49,99;224,40;0,13;-0,00;0,03
2021_05_08 00:36:14;50,01;223,67;0,13;-0,00;0,03;50,01;224,38;0,13;-0,00;0,03
2021_05_08 00:36:19;50,02;223,64;0,13;-0,00;0,03;50,02;224,33;0,13;-0,00;0,03
2021_05_08 00:36:24;50,02;223,74;0,13;-0,00;0,03;50,02;224,42;0,13;-0,00;0,03
2021_05_08 00:36:29;50,01;223,68;0,13;-0,00;0,03;50,01;224,29;0,13;-0,00;0,03
2021_05_08 00:36:34;50,01;223,69;0,13;-0,00;0,03;50,01;224,34;0,13;-0,00;0,03
2021_05_08 00:36:39;50,00;223,70;0,13;-0,00;0,03;50,00;224,37;0,13;-0,00;0,03
2021_05_08 00:36:44;50,00;223,87;0,13;-0,00;0,03;50,00;224,46;0,13;-0,00;0,03
2021_05_08 00:36:49;50,00;223,77;0,13;-0,00;0,03;50,00;224,42;0,13;-0,00;0,03
2021_05_08 00:36:54;50,00;223,80;0,13;-0,00;0,03;50,00;224,49;0,13;-0,00;0,03
2021_05_08 00:36:59;50,01;223,74;0,13;-0,00;0,03;50,01;224,39;0,13;-0,00;0,03
2021_05_08 00:37:04;50,00;223,61;0,13;-0,00;0,03;50,00;224,29;0,13;-0,00;0,03
2021_05_08 00:37:09;49,99;223,77;0,13;-0,00;0,03;49,99;224,39;0,13;-0,00;0,03
2021_05_08 00:37:14;50,00;223,71;0,13;-0,00;0,03;50,00;224,38;0,13;-0,00;0,03
2021_05_08 00:37:19;50,01;223,70;0,13;-0,00;0,03;50,00;224,29;0,13;-0,00;0,03
2021_05_08 00:37:24;49,98;223,74;0,13;-0,00;0,03;49,99;224,47;0,13;-0,00;0,03
2021_05_08 00:37:29;49,97;223,72;0,13;-0,00;0,03;49,97;224,43;0,13;-0,00;0,03
2021_05_08 00:37:34;49,97;223,80;0,13;-0,00;0,03;49,97;224,40;0,13;-0,00;0,03
2021_05_08 00:37:39;49,98;223,80;0,13;-0,00;0,03;49,98;224,43;0,13;-0,00;0,03
2021_05_08 00:37:44;49,99;223,77;0,13;-0,00;0,03;49,99;224,48;0,13;-0,00;0,03
2021_05_08 00:37:49;49,99;223,84;0,13;-0,00;0,03;49,99;224,51;0,13;-0,00;0,03
2021_05_08 00:37:54;50,00;223,79;0,13;-0,00;0,03;50,00;224,39;0,13;-0,00;0,03
2021_05_08 00:37:59;49,98;223,82;0,13;-0,00;0,03;49,98;224,45;0,13;-0,00;0,03
2021_05_08 00:38:04;50,00;223,96;0,13;-0,00;0,03;50,00;224,58;0,13;-0,00;0,03
2021_05_08 00:38:09;50,00;223,80;0,13;-0,00;0,03;50,00;224,46;0,13;-0,00;0,03
2021_05_08 00:38:14;50,00;223,82;0,13;-0,00;0,03;50,00;224,47;0,13;-0,00;0,03
2021_05_08 00:38:19;49,99;223,76;0,13;-0,00;0,03;49,99;224,42;0,13;-0,00;0,03
2021_05_08 00:38:24;49,98;223,69;0,13;-0,00;0,03;49,98;224,36;0,13;-0,00;0,03
2021_05_08 00:38:29;49,97;223,77;0,13;-0,00;0,03;49,97;224,41;0,13;-0,00;0,03
2021_05_08 00:38:34;50,00;223,80;0,13;-0,00;0,03;50,00;224,39;0,13;-0,00;0,03
2021_05_08 00:38:39;50,01;223,80;0,13;-0,00;0,03;50,02;224,39;0,13;-0,00;0,03
2021_05_08 00:38:44;50,01;223,88;0,13;-0,00;0,03;50,01;224,45;0,13;-0,00;0,03
2021_05_08 00:38:49;50,00;223,85;0,13;-0,00;0,03;50,00;224,51;0,13;-0,00;0,03
2021_05_08 00:38:54;50,00;223,76;0,13;-0,00;0,03;50,00;224,41;0,13;-0,00;0,03
2021_05_08 00:38:59;49,99;223,83;0,13;-0,00;0,03;49,99;224,49;0,13;-0,00;0,03
2021_05_08 00:39:04;50,00;223,82;0,13;-0,00;0,03;50,00;224,44;0,13;-0,00;0,03
2021_05_08 00:39:09;50,01;223,77;0,13;-0,00;0,03;50,01;224,41;0,13;-0,00;0,03
2021_05_08 00:39:14;50,01;223,87;0,13;-0,00;0,03;50,01;224,53;0,13;-0,00;0,03
2021_05_08 00:39:19;50,03;223,83;0,13;-0,00;0,03;50,02;224,50;0,13;-0,00;0,03
2021_05_08 00:39:24;50,04;223,90;0,13;-0,00;0,03;50,04;224,19;0,13;-0,00;0,03
2021_05_08 00:39:29;50,03;223,79;0,13;-0,00;0,03;50,03;224,08;0,13;-0,00;0,03
2021_05_08 00:39:34;50,02;223,81;0,13;-0,00;0,03;50,02;224,50;0,13;-0,00;0,03
2021_05_08 00:39:39;50,02;223,80;0,13;-0,00;0,03;50,02;224,50;0,13;-0,00;0,03
2021_05_08 00:39:44;50,01;223,77;0,13;-0,00;0,03;50,01;224,49;0,13;-0,00;0,03
2021_05_08 00:39:49;50,00;223,87;0,13;-0,00;0,03;50,00;224,58;0,13;-0,00;0,03
2021_05_08 00:39:54;50,01;223,88;0,13;-0,00;0,03;50,02;224,53;0,13;-0,00;0,03
2021_05_08 00:39:59;50,02;223,76;0,13;-0,00;0,03;50,02;224,43;0,13;-0,00;0,03
2021_05_08 00:40:04;50,01;223,71;0,13;-0,00;0,03;50,01;224,39;0,13;-0,00;0,03
2021_05_08 00:40:09;49,99;223,78;0,13;-0,00;0,03;49,99;224,50;0,13;-0,00;0,03
2021_05_08 00:40:14;49,98;223,69;0,13;-0,00;0,03;49,98;224,42;0,13;-0,00;0,03
2021_05_08 00:40:19;49,98;223,77;0,13;-0,00;0,03;49,98;224,49;0,13;-0,00;0,03
2021_05_08 00:40:24;49,98;223,86;0,13;-0,00;0,03;49,98;224,59;0,13;-0,00;0,03
2021_05_08 00:40:29;49,98;223,83;0,13;-0,00;0,03;49,98;224,50;0,13;-0,00;0,03
2021_05_08 00:40:34;49,97;223,87;0,13;-0,00;0,03;49,97;224,51;0,13;-0,00;0,03
2021_05_08 00:40:39;49,98;223,91;0,13;-0,00;0,03;49,98;224,55;0,13;-0,00;0,03
2021_05_08 00:40:44;50,00;223,96;0,13;-0,00;0,03;50,00;224,69;0,13;-0,00;0,03
2021_05_08 00:40:49;50,02;223,86;0,13;-0,00;0,03;50,02;224,62;0,13;-0,00;0,03
2021_05_08 00:40:54;50,05;223,81;0,13;-0,00;0,03;50,05;224,65;0,13;-0,00;0,03
2021_05_08 00:40:59;50,04;223,70;0,13;-0,00;0,03;50,04;224,47;0,13;-0,00;0,03
2021_05_08 00:41:04;50,03;223,82;0,13;-0,00;0,03;50,03;224,62;0,13;-0,00;0,03
2021_05_08 00:41:09;50,03;223,82;0,13;-0,00;0,03;50,03;224,61;0,13;-0,00;0,03
2021_05_08 00:41:14;50,03;223,77;0,13;-0,00;0,03;50,03;224,54;0,13;-0,00;0,03
2021_05_08 00:41:19;50,02;223,89;0,13;-0,00;0,03;50,02;224,65;0,13;-0,00;0,03
2021_05_08 00:41:24;50,01;223,83;0,13;-0,00;0,03;50,01;224,58;0,13;-0,00;0,03
2021_05_08 00:41:29;49,99;223,73;0,13;-0,00;0,03;49,99;224,51;0,13;-0,00;0,03
2021_05_08 00:41:34;49,99;223,71;0,13;-0,00;0,03;49,99;224,48;0,13;-0,00;0,03
2021_05_08 00:41:39;50,00;223,87;0,13;-0,00;0,03;50,00;224,65;0,13;-0,00;0,03
2021_05_08 00:41:44;50,02;223,92;0,13;-0,00;0,03;50,02;224,68;0,13;-0,00;0,03
2021_05_08 00:41:49;50,03;223,83;0,13;-0,00;0,03;50,03;224,58;0,13;-0,00;0,03
2021_05_08 00:41:54;50,03;223,78;0,13;-0,00;0,03;50,03;224,56;0,13;-0,00;0,03
2021_05_08 00:41:59;50,02;223,91;0,13;-0,00;0,03;50,02;224,66;0,13;-0,00;0,03
