TimeStamp;FrequencyInvert3(Hz);VoltageInvert3(V);CurrentInvert3(A);ActivePowerInvert3(W);ReactivePowerInvert3(VAr);FrequencyInvert4(Hz);VoltageInvert4(V);CurrentInvert4(A);ActivePowerInvert4(W);ReactivePowerInvert4(VAr);FrequencyInvert5(Hz);VoltageInvert5(V);CurrentInvert5(A);ActivePowerInvert5(W);ReactivePowerInvert5(VAr);FrequencyInvert6(Hz);VoltageInvert6(V);CurrentInvert6(A);ActivePowerInvert6(W);ReactivePowerInvert6(VAr)
2021_05_08 23:14:49;50,02;223,47;0,13;-0,00;0,03;50,02;224,35;0,13;-0,00;0,03;50,02;224,41;0,13;-0,00;0,03;50,02;223,45;0,13;-0,00;0,03
2021_05_08 23:14:54;50,02;223,57;0,13;-0,00;0,03;50,02;224,45;0,13;-0,00;0,03;50,02;224,57;0,13;-0,00;0,03;50,02;223,56;0,13;-0,00;0,03
2021_05_08 23:14:59;50,03;223,76;0,13;-0,00;0,03;50,03;224,66;0,13;-0,00;0,03;50,03;224,68;0,13;-0,00;0,03;50,04;223,70;0,13;-0,00;0,03
2021_05_08 23:15:04;50,04;223,51;0,13;-0,00;0,03;50,04;224,41;0,13;-0,00;0,03;50,04;224,46;0,13;-0,00;0,03;50,04;223,53;0,13;-0,00;0,03
2021_05_08 23:15:09;50,03;223,51;0,13;-0,00;0,03;50,03;224,41;0,13;-0,00;0,03;50,03;224,45;0,13;-0,00;0,03;50,03;223,46;0,13;-0,00;0,03
2021_05_08 23:15:14;50,04;223,60;0,13;-0,00;0,03;50,04;224,50;0,13;-0,00;0,03;50,04;224,62;0,13;-0,00;0,03;50,04;223,63;0,13;-0,00;0,03
2021_05_08 23:15:19;50,06;223,63;0,13;-0,00;0,03;50,06;224,50;0,13;-0,00;0,03;50,06;224,60;0,13;-0,00;0,03;50,06;223,60;0,13;-0,00;0,03
2021_05_08 23:15:24;50,07;223,54;0,13;-0,00;0,03;50,07;224,40;0,13;-0,00;0,03;50,06;224,53;0,13;-0,00;0,03;50,06;223,51;0,13;-0,00;0,03
2021_05_08 23:15:29;50,06;223,52;0,13;-0,00;0,03;50,06;224,41;0,13;-0,00;0,03;50,05;224,48;0,13;-0,00;0,03;50,05;223,52;0,13;-0,00;0,03
2021_05_08 23:15:34;50,04;223,62;0,13;-0,00;0,03;50,04;224,51;0,13;-0,00;0,03;50,04;224,62;0,13;-0,00;0,03;50,04;223,66;0,13;-0,00;0,03
2021_05_08 23:15:39;50,04;223,53;0,13;-0,00;0,03;50,04;224,45;0,13;-0,00;0,03;50,04;224,55;0,13;-0,00;0,03;50,04;223,58;0,13;-0,00;0,03
2021_05_08 23:15:44;50,05;223,44;0,13;-0,00;0,03;50,05;224,35;0,13;-0,00;0,03;50,05;224,44;0,13;-0,00;0,03;50,05;223,49;0,13;-0,00;0,03
2021_05_08 23:15:49;50,05;223,46;0,13;-0,00;0,03;50,05;224,39;0,13;-0,00;0,03;50,04;224,44;0,13;-0,00;0,03;50,04;223,46;0,13;-0,00;0,03
2021_05_08 23:15:54;50,02;223,43;0,13;-0,00;0,03;50,02;224,30;0,13;-0,00;0,03;50,02;224,39;0,13;-0,00;0,03;50,02;223,40;0,13;-0,00;0,03
2021_05_08 23:15:59;49,99;223,45;0,13;-0,00;0,03;49,99;224,36;0,13;-0,00;0,03;49,99;224,45;0,13;-0,00;0,03;49,99;223,48;0,13;-0,00;0,03
2021_05_08 23:16:04;50,01;223,62;0,13;-0,00;0,03;50,01;224,47;0,13;-0,00;0,03;50,01;224,60;0,13;-0,00;0,03;50,01;223,64;0,13;-0,00;0,03
2021_05_08 23:16:09;50,03;223,67;0,13;-0,00;0,03;50,03;224,54;0,13;-0,00;0,03;50,03;224,62;0,13;-0,00;0,03;50,03;223,66;0,13;-0,00;0,03
2021_05_08 23:16:14;50,02;223,52;0,13;-0,00;0,03;50,02;224,42;0,13;-0,00;0,03;50,02;224,51;0,13;-0,00;0,03;50,02;223,57;0,13;-0,00;0,03
2021_05_08 23:16:19;50,01;223,51;0,13;-0,00;0,03;50,01;224,45;0,13;-0,00;0,03;50,01;224,53;0,13;-0,00;0,03;50,01;223,58;0,13;-0,00;0,03
2021_05_08 23:16:24;50,03;223,63;0,13;-0,00;0,03;50,03;224,47;0,13;-0,00;0,03;50,03;224,57;0,13;-0,00;0,03;50,03;223,59;0,13;-0,00;0,03
2021_05_08 23:16:29;50,03;223,52;0,13;-0,00;0,03;50,03;224,45;0,13;-0,00;0,03;50,03;224,53;0,13;-0,00;0,03;50,03;223,56;0,13;-0,00;0,03
2021_05_08 23:16:34;50,02;223,59;0,13;-0,00;0,03;50,02;224,51;0,13;-0,00;0,03;50,02;224,58;0,13;-0,00;0,03;50,02;223,63;0,13;-0,00;0,03
2021_05_08 23:16:39;50,02;223,52;0,13;-0,00;0,03;50,01;224,41;0,13;-0,00;0,03;50,01;224,51;0,13;-0,00;0,03;50,01;223,54;0,13;-0,00;0,03
2021_05_08 23:16:44;50,03;223,55;0,13;-0,00;0,03;50,03;224,44;0,13;-0,00;0,03;50,03;224,51;0,13;-0,00;0,03;50,03;223,54;0,13;-0,00;0,03
2021_05_08 23:16:49;50,07;223,61;0,13;-0,00;0,03;50,07;224,40;0,13;-0,00;0,03;50,07;224,51;0,13;-0,00;0,03;50,07;223,58;0,13;-0,00;0,03
2021_05_08 23:16:54;50,07;223,42;0,13;-0,00;0,03;50,07;224,27;0,13;-0,00;0,03;50,07;224,40;0,13;-0,00;0,03;50,07;223,47;0,13;-0,00;0,03
2021_05_08 23:16:59;50,06;223,52;0,13;-0,00;0,03;50,06;224,35;0,13;-0,00;0,03;50,06;224,50;0,13;-0,00;0,03;50,06;223,55;0,13;-0,00;0,03
2021_05_08 23:17:04;50,07;223,57;0,13;-0,00;0,03;50,07;224,35;0,13;-0,00;0,03;50,07;224,52;0,13;-0,00;0,03;50,07;223,53;0,13;-0,00;0,03
2021_05_08 23:17:09;50,08;223,53;0,13;-0,00;0,03;50,08;224,35;0,13;-0,00;0,03;50,08;224,53;0,13;-0,00;0,03;50,08;223,53;0,13;-0,00;0,03
2021_05_08 23:17:14;50,09;223,54;0,13;-0,00;0,03;50,09;224,33;0,13;-0,00;0,03;50,09;224,54;0,13;-0,00;0,03;50,09;223,54;0,13;-0,00;0,03
2021_05_08 23:17:19;50,07;223,65;0,13;-0,00;0,03;50,07;224,42;0,13;-0,00;0,03;50,07;224,58;0,13;-0,00;0,03;50,07;223,65;0,13;-0,00;0,03
2021_05_08 23:17:24;50,08;223,71;0,13;-0,00;0,03;50,08;224,51;0,13;-0,00;0,03;50,07;224,67;0,13;-0,00;0,03;50,07;223,71;0,13;-0,00;0,03
2021_05_08 23:17:29;50,07;223,59;0,13;-0,00;0,03;50,07;224,41;0,13;-0,00;0,03;50,07;224,57;0,13;-0,00;0,03;50,07;223,59;0,13;-0,00;0,03
2021_05_08 23:17:34;50,02;223,48;0,13;-0,00;0,03;50,02;224,30;0,13;-0,00;0,03;50,02;224,40;0,13;-0,00;0,03;50,02;223,48;0,13;-0,00;0,03
2021_05_08 23:17:39;50,02;223,67;0,13;-0,00;0,03;50,02;224,50;0,13;-0,00;0,03;50,02;224,64;0,13;-0,00;0,03;50,02;223,67;0,13;-0,00;0,03
2021_05_08 23:17:44;50,09;223,57;0,13;-0,00;0,03;50,09;224,38;0,13;-0,00;0,03;50,09;224,51;0,13;-0,00;0,03;50,09;223,57;0,13;-0,00;0,03
2021_05_08 23:17:49;50,09;223,71;0,13;-0,00;0,03;50,09;224,53;0,13;-0,00;0,03;50,09;224,68;0,13;-0,00;0,03;50,09;223,71;0,13;-0,00;0,03
2021_05_08 23:17:54;50,07;223,65;0,13;-0,00;0,03;50,07;224,46;0,13;-0,00;0,03;50,06;224,64;0,13;-0,00;0,03;50,06;223,61;0,13;-0,00;0,03
2021_05_08 23:17:59;50,03;223,57;0,13;-0,00;0,03;50,03;224,36;0,13;-0,00;0,03;50,03;224,51;0,13;-0,00;0,03;50,03;223,59;0,13;-0,00;0,03
2021_05_08 23:18:04;50,01;223,49;0,13;-0,00;0,03;50,01;224,28;0,13;-0,00;0,03;50,01;224,46;0,13;-0,00;0,03;50,01;223,53;0,13;-0,00;0,03
2021_05_08 23:18:09;50,02;223,56;0,13;-0,00;0,03;50,02;224,36;0,13;-0,00;0,03;50,02;224,49;0,13;-0,00;0,03;50,02;223,58;0,13;-0,00;0,03
2021_05_08 23:18:14;50,02;223,57;0,13;-0,00;0,03;50,02;224,40;0,13;-0,00;0,03;50,02;224,53;0,13;-0,00;0,03;50,02;223,59;0,13;-0,00;0,03
2021_05_08 23:18:19;50,06;223,72;0,13;-0,00;0,03;50,06;224,53;0,13;-0,00;0,03;50,06;224,69;0,13;-0,00;0,03;50,06;223,72;0,13;-0,00;0,03
2021_05_08 23:18:24;50,10;223,70;0,13;-0,00;0,03;50,10;224,49;0,13;-0,00;0,03;50,10;224,66;0,13;-0,00;0,03;50,10;223,62;0,13;-0,00;0,03
2021_05_08 23:18:29;50,09;223,52;0,13;-0,00;0,03;50,09;224,29;0,13;-0,00;0,03;50,09;224,48;0,13;-0,00;0,03;50,09;223,55;0,13;-0,00;0,03
2021_05_08 23:18:34;50,06;223,68;0,13;-0,00;0,03;50,06;224,49;0,13;-0,00;0,03;50,06;224,59;0,13;-0,00;0,03;50,06;223,66;0,13;-0,00;0,03
2021_05_08 23:18:39;50,06;223,66;0,13;-0,00;0,03;50,06;224,44;0,13;-0,00;0,03;50,06;224,59;0,13;-0,00;0,03;50,06;223,64;0,13;-0,00;0,03
2021_05_08 23:18:44;50,08;223,58;0,13;-0,00;0,03;50,08;224,39;0,13;-0,00;0,03;50,08;224,50;0,13;-0,00;0,03;50,08;223,52;0,13;-0,00;0,03
2021_05_08 23:18:49;50,08;223,55;0,13;-0,00;0,03;50,08;224,37;0,13;-0,00;0,03;50,07;224,55;0,13;-0,00;0,03;50,07;223,60;0,13;-0,00;0,03
2021_05_08 23:18:54;50,08;223,75;0,13;-0,00;0,03;50,08;224,54;0,13;-0,00;0,03;50,08;224,66;0,13;-0,00;0,03;50,08;223,70;0,13;-0,00;0,03
2021_05_08 23:18:59;50,09;223,77;0,13;-0,00;0,03;50,09;224,58;0,13;-0,00;0,03;50,09;224,76;0,13;-0,00;0,03;50,09;223,75;0,13;-0,00;0,03
2021_05_08 23:19:04;50,12;223,70;0,13;-0,00;0,03;50,12;224,50;0,13;-0,00;0,03;50,12;224,67;0,13;-0,00;0,03;50,12;223,70;0,13;-0,00;0,03
2021_05_08 23:19:09;50,11;223,69;0,13;-0,00;0,03;50,11;224,46;0,13;-0,00;0,03;50,11;224,67;0,13;-0,00;0,03;50,11;223,67;0,13;-0,00;0,03
2021_05_08 23:19:14;50,07;223,62;0,13;-0,00;0,03;50,07;224,41;0,13;-0,00;0,03;50,06;224,58;0,13;-0,00;0,03;50,06;223,62;0,13;-0,00;0,03
2021_05_08 23:19:19;50,06;223,70;0,13;-0,00;0,03;50,05;224,51;0,13;-0,00;0,03;50,05;224,66;0,13;-0,00;0,03;50,05;223,72;0,13;-0,00;0,03
2021_05_08 23:19:24;50,08;223,66;0,13;-0,00;0,03;50,08;224,44;0,13;-0,00;0,03;50,07;224,59;0,13;-0,00;0,03;50,07;223,65;0,13;-0,00;0,03
2021_05_08 23:19:29;50,07;223,46;0,13;-0,00;0,03;50,07;224,32;0,13;-0,00;0,03;50,07;224,46;0,13;-0,00;0,03;50,07;223,53;0,13;-0,00;0,03
2021_05_08 23:19:34;50,05;223,65;0,13;-0,00;0,03;50,05;224,47;0,13;-0,00;0,03;50,05;224,63;0,13;-0,00;0,03;50,05;223,65;0,13;-0,00;0,03
2021_05_08 23:19:39;50,07;223,65;0,13;-0,00;0,03;50,07;224,44;0,13;-0,00;0,03;50,07;224,64;0,13;-0,00;0,03;50,07;223,65;0,13;-0,00;0,03
2021_05_08 23:19:44;50,08;223,61;0,13;-0,00;0,03;50,08;224,41;0,13;-0,00;0,03;50,08;224,57;0,13;-0,00;0,03;50,08;223,61;0,13;-0,00;0,03
2021_05_08 23:19:49;50,04;223,45;0,13;-0,00;0,03;50,04;224,26;0,13;-0,00;0,03;50,04;224,46;0,13;-0,00;0,03;50,04;223,45;0,13;-0,00;0,03
2021_05_08 23:19:54;50,02;223,66;0,13;-0,00;0,03;50,02;224,45;0,13;-0,00;0,03;50,02;224,63;0,13;-0,00;0,03;50,02;223,66;0,13;-0,00;0,03
2021_05_08 23:19:59;50,02;223,60;0,13;-0,00;0,03;50,02;224,39;0,13;-0,00;0,03;50,02;224,54;0,13;-0,00;0,03;50,02;223,60;0,13;-0,00;0,03
2021_05_08 23:20:04;50,05;223,67;0,13;-0,00;0,03;50,05;224,38;0,13;-0,00;0,03;50,05;224,54;0,13;-0,00;0,03;50,05;223,67;0,13;-0,00;0,03
2021_05_08 23:20:09;50,06;223,38;0,13;-0,00;0,03;50,06;224,16;0,13;-0,00;0,03;50,06;224,34;0,13;-0,00;0,03;50,06;223,38;0,13;-0,00;0,03
2021_05_08 23:20:14;50,06;223,65;0,13;-0,00;0,03;50,06;224,42;0,13;-0,00;0,03;50,06;224,62;0,13;-0,00;0,03;50,06;223,65;0,13;-0,00;0,03
2021_05_08 23:20:19;50,08;223,70;0,13;-0,00;0,03;50,08;224,43;0,13;-0,00;0,03;50,08;224,63;0,13;-0,00;0,03;50,08;223,70;0,13;-0,00;0,03
2021_05_08 23:20:24;50,09;223,54;0,13;-0,00;0,03;50,09;224,28;0,13;-0,00;0,03;50,09;224,49;0,13;-0,00;0,03;50,08;223,62;0,13;-0,00;0,03
2021_05_08 23:20:29;50,07;223,56;0,13;-0,00;0,03;50,07;224,32;0,13;-0,00;0,03;50,07;224,51;0,13;-0,00;0,03;50,07;223,66;0,13;-0,00;0,03
2021_05_08 23:20:34;50,08;223,70;0,13;-0,00;0,03;50,08;224,48;0,13;-0,00;0,03;50,08;224,65;0,13;-0,00;0,03;50,08;223,72;0,13;-0,00;0,03
2021_05_08 23:20:39;50,07;223,67;0,13;-0,00;0,03;50,07;224,48;0,13;-0,00;0,03;50,07;224,63;0,13;-0,00;0,03;50,07;223,67;0,13;-0,00;0,03
2021_05_08 23:20:44;50,06;223,53;0,13;-0,00;0,03;50,06;224,31;0,13;-0,00;0,03;50,06;224,51;0,13;-0,00;0,03;50,06;223,55;0,13;-0,00;0,03
2021_05_08 23:20:49;50,06;223,57;0,13;-0,00;0,03;50,06;224,36;0,13;-0,00;0,03;50,06;224,51;0,13;-0,00;0,03;50,06;223,56;0,13;-0,00;0,03
2021_05_08 23:20:54;50,08;223,63;0,13;-0,00;0,03;50,08;224,45;0,13;-0,00;0,03;50,08;224,55;0,13;-0,00;0,03;50,08;223,64;0,13;-0,00;0,03
2021_05_08 23:20:59;50,06;223,56;0,13;-0,00;0,03;50,06;224,35;0,13;-0,00;0,03;50,06;224,50;0,13;-0,00;0,03;50,06;223,59;0,13;-0,00;0,03
2021_05_08 23:21:04;50,05;223,62;0,13;-0,00;0,03;50,05;224,40;0,13;-0,00;0,03;50,05;224,55;0,13;-0,00;0,03;50,05;223,63;0,13;-0,00;0,03
2021_05_08 23:21:09;50,06;223,64;0,13;-0,00;0,03;50,06;224,38;0,13;-0,00;0,03;50,06;224,52;0,13;-0,00;0,03;50,06;223,61;0,13;-0,00;0,03
2021_05_08 23:21:14;50,04;223,58;0,13;-0,00;0,03;50,04;224,33;0,13;-0,00;0,03;50,04;224,57;0,13;-0,00;0,03;50,04;223,62;0,13;-0,00;0,03
2021_05_08 23:21:19;50,04;223,61;0,13;-0,00;0,03;50,04;224,41;0,13;-0,00;0,03;50,04;224,51;0,13;-0,00;0,03;50,04;223,57;0,13;-0,00;0,03
2021_05_08 23:21:24;50,03;223,62;0,13;-0,00;0,03;50,03;224,43;0,13;-0,00;0,03;50,03;224,60;0,13;-0,00;0,03;50,03;223,67;0,13;-0,00;0,03
2021_05_08 23:21:29;50,03;223,68;0,13;-0,00;0,03;50,03;224,42;0,13;-0,00;0,03;50,03;224,59;0,13;-0,00;0,03;50,03;223,66;0,13;-0,00;0,03
2021_05_08 23:21:34;50,07;223,64;0,13;-0,00;0,03;50,07;224,42;0,13;-0,00;0,03;50,07;224,53;0,13;-0,00;0,03;50,07;223,65;0,13;-0,00;0,03
2021_05_08 23:21:39;50,08;223,64;0,13;-0,00;0,03;50,08;224,32;0,13;-0,00;0,03;50,08;224,50;0,13;-0,00;0,03;50,08;223,56;0,13;-0,00;0,03
2021_05_08 23:21:44;50,04;223,51;0,13;-0,00;0,03;50,04;224,37;0,13;-0,00;0,03;50,04;224,52;0,13;-0,00;0,03;50,04;223,58;0,13;-0,00;0,03
2021_05_08 23:21:49;50,03;223,73;0,13;-0,00;0,03;50,03;224,50;0,13;-0,00;0,03;50,03;224,66;0,13;-0,00;0,03;50,03;223,70;0,13;-0,00;0,03
2021_05_08 23:21:54;50,04;223,72;0,13;-0,00;0,03;50,04;224,47;0,13;-0,00;0,03;50,04;224,65;0,13;-0,00;0,03;50,04;223,71;0,13;-0,00;0,03
2021_05_08 23:21:59;50,05;223,66;0,13;-0,00;0,03;50,05;224,42;0,13;-0,00;0,03;50,05;224,58;0,13;-0,00;0,03;50,05;223,63;0,13;-0,00;0,03
2021_05_08 23:22:04;50,06;223,47;0,13;-0,00;0,03;50,06;224,32;0,13;-0,00;0,03;50,05;224,50;0,13;-0,00;0,03;50,05;223,53;0,13;-0,00;0,03
2021_05_08 23:22:09;50,03;223,56;0,13;-0,00;0,03;50,03;224,25;0,13;-0,00;0,03;50,03;224,47;0,13;-0,00;0,03;50,03;223,50;0,13;-0,00;0,03
2021_05_08 23:22:14;50,03;223,59;0,13;-0,00;0,03;50,03;224,35;0,13;-0,00;0,03;50,03;224,51;0,13;-0,00;0,03;50,03;223,56;0,13;-0,00;0,03
2021_05_08 23:22:19;50,04;223,68;0,13;-0,00;0,03;50,04;224,45;0,13;-0,00;0,03;50,04;224,61;0,13;-0,00;0,03;50,04;223,71;0,13;-0,00;0,03
2021_05_08 23:22:24;50,07;223,67;0,13;-0,00;0,03;50,07;224,42;0,13;-0,00;0,03;50,07;224,57;0,13;-0,00;0,03;50,07;223,67;0,13;-0,00;0,03
2021_05_08 23:22:29;50,07;223,63;0,13;-0,00;0,03;50,07;224,42;0,13;-0,00;0,03;50,07;224,58;0,13;-0,00;0,03;50,07;223,63;0,13;-0,00;0,03
2021_05_08 23:22:34;50,06;223,63;0,13;-0,00;0,03;50,06;224,41;0,13;-0,00;0,03;50,06;224,56;0,13;-0,00;0,03;50,06;223,63;0,13;-0,00;0,03
2021_05_08 23:22:39;50,06;223,70;0,13;-0,00;0,03;50,06;224,47;0,13;-0,00;0,03;50,05;224,63;0,13;-0,00;0,03;50,05;223,70;0,13;-0,00;0,03
2021_05_08 23:22:44;50,05;223,54;0,13;-0,00;0,03;50,05;224,32;0,13;-0,00;0,03;50,05;224,51;0,13;-0,00;0,03;50,05;223,54;0,13;-0,00;0,03
2021_05_08 23:22:49;50,05;223,61;0,13;-0,00;0,03;50,05;224,40;0,13;-0,00;0,03;50,05;224,56;0,13;-0,00;0,03;50,05;223,61;0,13;-0,00;0,03
2021_05_08 23:22:54;50,06;223,71;0,13;-0,00;0,03;50,06;224,46;0,13;-0,00;0,03;50,06;224,64;0,13;-0,00;0,03;50,06;223,71;0,13;-0,00;0,03
2021_05_08 23:22:59;50,05;223,70;0,13;-0,00;0,03;50,05;224,47;0,13;-0,00;0,03;50,05;224,59;0,13;-0,00;0,03;50,05;223,70;0,13;-0,00;0,03
2021_05_08 23:23:04;50,05;223,66;0,13;-0,00;0,03;50,05;224,44;0,13;-0,00;0,03;50,05;224,57;0,13;-0,00;0,03;50,05;223,66;0,13;-0,00;0,03
2021_05_08 23:23:09;50,04;223,50;0,13;-0,00;0,03;50,04;224,34;0,13;-0,00;0,03;50,04;224,45;0,13;-0,00;0,03;50,04;223,53;0,13;-0,00;0,03
2021_05_08 23:23:14;50,04;223,58;0,13;-0,00;0,03;50,04;224,38;0,13;-0,00;0,03;50,04;224,54;0,13;-0,00;0,03;50,04;223,58;0,13;-0,00;0,03
2021_05_08 23:23:19;50,04;223,64;0,13;-0,00;0,03;50,04;224,41;0,13;-0,00;0,03;50,04;224,58;0,13;-0,00;0,03;50,04;223,71;0,13;-0,00;0,03
2021_05_08 23:23:24;50,09;223,67;0,13;-0,00;0,03;50,09;224,47;0,13;-0,00;0,03;50,09;224,64;0,13;-0,00;0,03;50,08;223,67;0,13;-0,00;0,03
2021_05_08 23:23:29;50,09;223,56;0,13;-0,00;0,03;50,09;224,36;0,13;-0,00;0,03;50,09;224,52;0,13;-0,00;0,03;50,09;223,59;0,13;-0,00;0,03
2021_05_08 23:23:34;50,04;223,51;0,13;-0,00;0,03;50,04;224,30;0,13;-0,00;0,03;50,04;224,46;0,13;-0,00;0,03;50,04;223,52;0,13;-0,00;0,03
2021_05_08 23:23:39;50,02;223,52;0,13;-0,00;0,03;50,02;224,33;0,13;-0,00;0,03;50,02;224,46;0,13;-0,00;0,03;50,02;223,57;0,13;-0,00;0,03
2021_05_08 23:23:44;50,02;223,42;0,13;-0,00;0,03;50,02;224,19;0,13;-0,00;0,03;50,02;224,33;0,13;-0,00;0,03;50,02;223,48;0,13;-0,00;0,03
2021_05_08 23:23:49;50,01;223,67;0,13;-0,00;0,03;50,01;224,47;0,13;-0,00;0,03;50,01;224,62;0,13;-0,00;0,03;50,01;223,67;0,13;-0,00;0,03
2021_05_08 23:23:54;50,06;223,67;0,13;-0,00;0,03;50,06;224,48;0,13;-0,00;0,03;50,05;224,62;0,13;-0,00;0,03;50,06;223,63;0,13;-0,00;0,03
2021_05_08 23:23:59;50,08;223,60;0,13;-0,00;0,03;50,08;224,38;0,13;-0,00;0,03;50,08;224,56;0,13;-0,00;0,03;50,08;223,57;0,13;-0,00;0,03
2021_05_08 23:24:04;50,10;223,69;0,13;-0,00;0,03;50,10;224,48;0,13;-0,00;0,03;50,10;224,66;0,13;-0,00;0,03;50,10;223,74;0,13;-0,00;0,03
2021_05_08 23:24:09;50,09;223,68;0,13;-0,00;0,03;50,09;224,45;0,13;-0,00;0,03;50,09;224,57;0,13;-0,00;0,03;50,09;223,67;0,13;-0,00;0,03
2021_05_08 23:24:14;50,05;223,44;0,13;-0,00;0,03;50,05;224,22;0,13;-0,00;0,03;50,04;224,41;0,13;-0,00;0,03;50,04;223,47;0,13;-0,00;0,03
2021_05_08 23:24:19;50,02;223,50;0,13;-0,00;0,03;50,02;224,29;0,13;-0,00;0,03;50,02;224,50;0,13;-0,00;0,03;50,02;223,54;0,13;-0,00;0,03
2021_05_08 23:24:24;50,02;223,50;0,13;-0,00;0,03;50,02;224,27;0,13;-0,00;0,03;50,02;224,41;0,13;-0,00;0,03;50,02;223,44;0,13;-0,00;0,03
2021_05_08 23:24:29;50,01;223,50;0,13;-0,00;0,03;50,01;224,26;0,13;-0,00;0,03;50,01;224,51;0,13;-0,00;0,03;50,01;223,52;0,13;-0,00;0,03
2021_05_08 23:24:34;50,02;223,54;0,13;-0,00;0,03;50,02;224,30;0,13;-0,00;0,03;50,03;224,53;0,13;-0,00;0,03;50,03;223,56;0,13;-0,00;0,03
2021_05_08 23:24:39;50,04;223,57;0,13;-0,00;0,03;50,04;224,33;0,13;-0,00;0,03;50,04;224,57;0,13;-0,00;0,03;50,04;223,61;0,13;-0,00;0,03
2021_05_08 23:24:44;50,06;223,48;0,13;-0,00;0,03;50,06;224,22;0,13;-0,00;0,03;50,06;224,42;0,13;-0,00;0,03;50,06;223,45;0,13;-0,00;0,03
2021_05_08 23:24:49;50,03;223,48;0,13;-0,00;0,03;50,03;224,25;0,13;-0,00;0,03;50,03;224,45;0,13;-0,00;0,03;50,03;223,47;0,13;-0,00;0,03
2021_05_08 23:24:54;50,02;223,47;0,13;-0,00;0,03;50,02;224,23;0,13;-0,00;0,03;50,02;224,42;0,13;-0,00;0,03;50,02;223,46;0,13;-0,00;0,03
2021_05_08 23:24:59;50,02;223,58;0,13;-0,00;0,03;50,02;224,36;0,13;-0,00;0,03;50,02;224,53;0,13;-0,00;0,03;50,02;223,57;0,13;-0,00;0,03
2021_05_08 23:25:04;50,05;223,62;0,13;-0,00;0,03;50,05;224,44;0,13;-0,00;0,03;50,05;224,56;0,13;-0,00;0,03;50,05;223,64;0,13;-0,00;0,03
2021_05_08 23:25:09;50,08;223,67;0,13;-0,00;0,03;50,09;224,44;0,13;-0,00;0,03;50,08;224,60;0,13;-0,00;0,03;50,08;223,67;0,13;-0,00;0,03
2021_05_08 23:25:14;50,07;223,45;0,13;-0,00;0,03;50,07;224,21;0,13;-0,00;0,03;50,07;224,45;0,13;-0,00;0,03;50,07;223,46;0,13;-0,00;0,03
2021_05_08 23:25:19;50,04;223,67;0,13;-0,00;0,03;50,03;224,37;0,13;-0,00;0,03;50,03;224,56;0,13;-0,00;0,03;50,03;223,60;0,13;-0,00;0,03
2021_05_08 23:25:24;50,02;223,62;0,13;-0,00;0,03;50,02;224,36;0,13;-0,00;0,03;50,02;224,53;0,13;-0,00;0,03;50,02;223,59;0,13;-0,00;0,03
2021_05_08 23:25:29;50,04;223,59;0,13;-0,00;0,03;50,04;224,38;0,13;-0,00;0,03;50,04;224,55;0,13;-0,00;0,03;50,04;223,60;0,13;-0,00;0,03
2021_05_08 23:25:34;50,06;223,77;0,13;-0,00;0,03;50,06;224,53;0,13;-0,00;0,03;50,06;224,68;0,13;-0,00;0,03;50,06;223,77;0,13;-0,00;0,03
2021_05_08 23:25:39;50,08;223,68;0,13;-0,00;0,03;50,07;224,45;0,13;-0,00;0,03;50,07;224,65;0,13;-0,00;0,03;50,07;223,70;0,13;-0,00;0,03
2021_05_08 23:25:44;50,09;223,59;0,13;-0,00;0,03;50,09;224,35;0,13;-0,00;0,03;50,09;224,57;0,13;-0,00;0,03;50,09;223,59;0,13;-0,00;0,03
2021_05_08 23:25:49;50,08;223,67;0,13;-0,00;0,03;50,08;224,42;0,13;-0,00;0,03;50,07;224,60;0,13;-0,00;0,03;50,07;223,67;0,13;-0,00;0,03
2021_05_08 23:25:54;50,05;223,62;0,13;-0,00;0,03;50,05;224,39;0,13;-0,00;0,03;50,05;224,54;0,13;-0,00;0,03;50,05;223,62;0,13;-0,00;0,03
2021_05_08 23:25:59;50,05;223,62;0,13;-0,00;0,03;50,05;224,40;0,13;-0,00;0,03;50,05;224,53;0,13;-0,00;0,03;50,05;223,62;0,13;-0,00;0,03
2021_05_08 23:26:04;50,03;223,65;0,13;-0,00;0,03;50,03;224,42;0,13;-0,00;0,03;50,03;224,57;0,13;-0,00;0,03;50,03;223,65;0,13;-0,00;0,03
2021_05_08 23:26:09;50,02;223,45;0,13;-0,00;0,03;50,02;224,26;0,13;-0,00;0,03;50,02;224,42;0,13;-0,00;0,03;50,02;223,45;0,13;-0,00;0,03
2021_05_08 23:26:14;50,02;223,74;0,13;-0,00;0,03;50,02;224,52;0,13;-0,00;0,03;50,02;224,70;0,13;-0,00;0,03;50,02;223,74;0,13;-0,00;0,03
2021_05_08 23:26:19;50,06;223,61;0,13;-0,00;0,03;50,06;224,36;0,13;-0,00;0,03;50,06;224,58;0,13;-0,00;0,03;50,06;223,61;0,13;-0,00;0,03
2021_05_08 23:26:24;50,09;223,60;0,13;-0,00;0,03;50,09;224,37;0,13;-0,00;0,03;50,09;224,54;0,13;-0,00;0,03;50,09;223,60;0,13;-0,00;0,03
2021_05_08 23:26:29;50,08;223,57;0,13;-0,00;0,03;50,08;224,30;0,13;-0,00;0,03;50,08;224,49;0,13;-0,00;0,03;50,08;223,54;0,13;-0,00;0,03
